stars,useful,funny,cool,text
2.0,0,1,0,"think staff customer wait take hour car ready worse morning go to family trip find car wiper fluid choice go waste hour wait refill 

 car thorough clean outside inside rent car 18th extremely close 25th birthday june 6th charge underage fee extremely expensive $ NUM tax day way waive go recommend future find rental company hertz find code waive crazy fee 

 thing buy fuel option claim $ 1.99 gallon tax find price tax closed find outside return car good trick rental company steal 3- NUM gallon sale 


 final note 
 location return car 

 return location address phone number 
 port jefferson station 
 NUM route NUM 
 port jefferson station ny NUM NUM 
 tel NUM NUM NUM 

 address totally wrong keep ask people address right location waste hour return car"
5.0,2,0,0,"thank yelp reviewer let   todd roberta   leave house awe amazing job   carpet couch look great spot dog accident day go smell fresh chemical inhale wet smell   believe dry soon   plus 
 nicest people ton knowledge tip care home   worth penny recommend definitely future"
5.0,0,0,0,love sip mocha staff nice absolutely love drive help unload kiddo oh cake amazing
5.0,1,0,1,fan chateau la vin year fun watch place evolve wine store table transform wine bar offer cheese cracker people order local restaurant deliver guy play music offer different wine willing share knowledge friend beer drinker nice variety table great place
5.0,2,0,0,"hollander hotel wedding hotel absolutely incredible experience   tired rave experience   honor use hollander room block wedding night suite tap room party location host brunch guest beautiful patio sunday morning wedding   perfection change thing 

 hotel property absolutely charming   décor lobby beautiful eclectic welcoming   tap room great place people gather intimate booth large table big party   bar amazing selection local craft beer server bartender professional fast able use lobby tap room wedding photograph look wonderful 

 room pleasant quaint guest compliment clean cozy   price wonderful guest able enjoy downtown st. pete great location   shuttle convenient great experience guest 

 brunch perfect   price great enjoy feast food delicious homemade   wonderful gentleman make omelet friendly fast take great pride work   talented baker chocolate muffin   service new coffee dessert café wonderful   patio great place visit guest enjoy beautiful st. pete weather look forward brunch future 

 finally good management team hollander   nick treat like family   go ensure guest feel like home comfortable   zach desk friendly patient call check room block   entire team delight accommodating   great pride ensure guest wonderful experience   adore   absolutely love work recommend beautiful hotel"
1.0,0,1,0,get gyro platter lunch dry uninspired like deconstruct gyro bad come vegetable look like poop taste way well place fairmount lunch will serve poop
4.0,3,0,0,go drink find environment nice brewery right beer good waiter knowledgable kind
5.0,0,0,0,omg amazing dinner experience friend recommend place incredible signature dish bbq shrimp bread pudding fantastic restaurant great ambience fantastic service highly recommend visit new orleans fried green tomato appetizer great way kick meal
5.0,2,1,1,"great store insane selection incredible customer service 

 wish come ft mcmurray 

"
1.0,0,0,0,lie scammers bait switch try advantage online coupon say NUM $ unlimited tanning bed week time customer go chippewa location lady desk act like idea talk pull coupon say student need student id coupon say switch say coupon expire yelp website say will honor $ NUM NUM $ coupon literally purchase yelp bullshit line bullshit line leave call creve coeur location lady say yes use coupon location time week choose location know girlfriend week place
5.0,1,0,0,impressed place food amazing quick service chipotle style line ordering high quality indian food staff super helpful help decide indian food newbie wait eat
5.0,0,0,0,"countless little mexican place washington avenue sick look forward try new kid block time el sabor poblano federal look special try 

 like NUM fish taco menu   pick fried batter version tortilla chip cover fish awesome instantly impressed open find el sabor put entire filet fish taco flakey meat fishy taste taco come american topping lettuce tomato cheese bet get cilantro onion ask sole staff member place happy accommodate us- one dine 

 taco filling option come traditional topping super crispy chorizo $ NUM NUM detectable gristle come little place 

 unassuming look particular south philly mexican place worth stop"
4.0,0,0,0,meet buddy spot want time walk sit bar police investigate burglary overnight dirt bag break door steal bunch liquor bar bartender great service prompt order pint   dark ale buddy split order wing beer cold wing tasty remember meet owner establishment italian fest farmers market want like place friendly folk continue patronize spot great spot close home work like locally non franchised make work attitude place give comfortable establishment tell rest fellow yelpers hit spot
5.0,0,0,0,find place yelp review speak true sandwich tasty definitely worth wait line fast friendly service wait NUM minute line order NUM different sandwich fill soda walk table sandwich deliver enjoy meal
3.0,1,1,0,far comfy theater recliner complaint foot want pass aisle bartender little lounge theater delight able drink theater nice plus drawback come concession peak time saturday NUM NUM employee counter utter disorganization hustle whatsoever popcorn burn time eat stick bar
5.0,0,0,0,good hotel stay   clean polite staff nice pool grand entrance    wait year come
1.0,1,0,0,go open desire disappointed quality taste food absolutely recommend dining
3.0,1,0,0,"go sunday afternoon handful people   sit bar greet bartender start tell food item   worry want couple beer   sample variety average   memorable style try 

 unfortunately   staff snit relief late   have blow discussion bar patron hear   kind damper thing 

 cool location cool place sure base visit well option near"
2.0,2,1,0,hate harsh dang have limited selection terminal f finally decide tony luke look forward try philly cheese steak philly unravel sandwich surprise sandwich got look like picture overhead display sandwich get meat know taste like eat dog food sure pay $ NUM
5.0,0,0,0,"love place    good keep secret creve couer    NUM hole course affordable 
 staff helpful"
3.0,0,0,0,time service slow employee good attitude food good
3.0,3,1,0,time review come food service establishment lack service food great delicious dive bar
5.0,4,0,2,art museum surprised museum beautiful great collection free happy discover museum short time indianapolis love african art modern art section mistake take camera modern art museum outdoor sculpture garden gift shop awesome highly recommend
3.0,0,0,0,"think size place good group experience NUM people saturday NUM hungry tire wait seat 

 try reservation think small meeting room hangry stand hope right table leave 

 manager nice offer fill cup coffee wait think odd refill pot wait 

 food 1/2 1/2 combo love get turkey reuben salad ask lot sauerkraut charge $ 0.50 biggie expect lot kraut sadly lot delicious sandwhich   friend get sunrise chile relleno come small party"
5.0,1,0,1,shop amazing space attention detail service unbelievable plenty place private meeting post work
5.0,0,0,0,husband take anniversary delight hat chef amazing dinner melt mouth customer service notch definitely
2.0,0,2,0,terrace lounge appear want great cocktail venue fall short   bartender know new cocktail menu   cocktail weak watery liquor peppermill unfortunate corporate type   service spotty   confound bartender handle NUM customer   bar area float circle stop short waitress station fill order   build rapport bartender float try serve   hate people   sorry run mill casino gambler   sit machine play   come drink smooze bartender seriously sit machine   sit lite cancer stick smoke blow face   look walk bar sit turf   smoke fart vomit like leave   turf   come sit smoke fart vomit   frickin thoughtful smoke waft face cancer stick tray bar waft face   oh like smoke face   moron   life revovle throw away pension money mindless electronic game card kill carcinogen toxin kill private seriously   walk bar slit wrist burn money   gross   probably realize enjoy cin cin good cocktail town machine bar   peppermill want create cool cocktail bar ditch machine train staff hire bartender well service skill buy independent liquor
5.0,1,0,0,awesome service ask amanda resident comedian friendly staff   food good beer cold
4.0,1,0,0,favorite nail shop city go year enjoy quiet serene atmosphere staff friendly efficient price $ 25.00 pedicure south beat
4.0,1,0,1,"thank lovely morning   nj early decide stop delicious diner breakfast   get taylor ham egg cheese short stack blueberry pancake simply decide sweet savory plus leftover bad thing  

 egg sandwich fantastic   nervous say kaiser roll go hamburger roll   excellent decision   roll excellent average cheap hamburger roll   layer cheese sandwich true egg sandwich   serve home fry saute large slice pepper onion   big breakfast potato fan great appreciate clearly scoop food huge pile pre cooked home fry 

 pancake great fluffy   gripe use smucker pre package syrup   realize syrup container probably real maple syrup sort wish know give sub par syrup 

 server friendly attentive   coffee refill constant coffee actually good diner fail coffee   bonus point server agree judge decision breakfast 

 love place hope soon   long live jersey diner"
1.0,1,1,0,server awesome tentative extremely nice thing save place plus maple wing delicious bad pay NUM dollar piano guy sing song birthday girl NUM option song want hear call birthday girl stage begin sing rendition aladins new world song pick song quickly turn absolutely disgusting remake piano guy sing birthday girl open thigh tie fill hole splurge face cumme hair bad husband family include parent crowd luckily hear sound system terrible birthday girl stop piano man tell stop continue dirty disgusting offensive embarrassing trust prude mean way far completely ruin experience immediately leave spend time money birthday ruin NUM dollar pay hear NUM song sing  
4.0,0,0,0,"new han dynasty take spot old mid atlantic restaurant unchanging menu like han dynasty lot olde city NUM maybe bias love service nice come check small conversation hear peanut allergy peanut dish order think han sister han dynasty time month number time 

 note different branch different specialty hear dan dan mian olde city good uc good know peanut overall think it; okay food wise spicy branch like layout atmosphere lot 

 lunch ask lunch portion small dinner portion half menu price great lunch place group NUM NUM"
5.0,1,0,0,"go carisma restaurante tonight spot food excellent service great owner jose friendly try visit table sure satisfied   tonight NUM paellas salmon filet mignon order cook perfection come hot  

 family open cafe restaurant jose give tour introduce daughter run cafe baked good coffee cafe good meal carisma good fresh food prepare serve nice people try carisma normal taco burritos will not disappoint"
4.0,2,0,0,small hole wall african section woodland avenue   look like good food come kitchen represent senegal west africa   enjoy national dish senegal thiboudienne note version usual tomato sauce   take home jollof rice call mother dish jambalaya   hightop table inside dining order food   way service friendly
2.0,1,0,0,falafel wrap year ago bad try today flavor extreme saltiness falafel pita = flavor hope tzatziki sauce pull nope flavor like sauce imagine like thin tasteless glue good wrap fresh diced cucumber tomato bad underneath icky white sauce deserve call tzatziki
5.0,0,0,0,exactly bougie casual time need come gucci bag yoga pant slam delicious cocktail
5.0,0,0,0,"group NUM decide try different     give place shot    happy decision 

 wife share special   massive food    great sampling food option 

 chicken steak rice bean pretty amazing   egg   easy push    fan yuca bad    plantain delicious    try salad mood 

   place visit try new"
5.0,0,0,0,lunch today pull pork smokehouse bowl delicious side sweet potato casserole red bean rice    red bean rice spicy good sweet potato casserole yummy meat smoky juicy plentiful definitely
5.0,0,0,0,awesome detail job car dirty wash month get executive detailing option look
5.0,2,0,1,belong lifetime state visitingvisite colorado buy potential second home area jen desk person nice helpful    speak highly club amenity offer     meet joe general manager terrific guy      club small lifetime service want level service     bathroom fantastic man fully stock shaver shaving cream lotion    need absolutely toiletry provide   great location mall   highly recommend
3.0,0,0,0,try pulled pork green bean mac n cheese cornbread pretty mediocre barbecue bad great pork little overdone dry nice smoky flavor original bbq sauce pretty sweet syrupy ill probably well option close house
3.0,1,0,1,husband mistake come lenten friday wait forever suck order blacken alligator oyster appetizer alligator come NUM minute alright bit greasy NUM minute later raw oyster come want char grill waitress mention char grill oyster take order think wait cook entire time bring half dozen raw oyster tray tell raw oyster smh sensitive stomach NUM give rest husband regardless oyster fresh wait NUM minute later entree come point hungry hope home eat raman noodle instead husband roast beef po boy tuna shrimp kabob husband tell roast beef salty ironically kabob bland kabob come exactly NUM piece cube tuna NUM medium size shrimp plenty bell pepper onion baby shrimp creole rice ok price complain place try seafood boil look like well choice
1.0,2,1,0,"m go place star horrible customer service 

 call ask NUM tulane student advertise woman assure come d half appointment get tell certain day say right sign perturb inconvenience say go honor appointment tell NUM say flat error blatantly nagging eventually call john jay tell woman honor tell inconvenience staff cause domino effect say domino effect continue people incorrect information domino long remember day begin treat somewhat patronizingly explain usually business concession fault customer suppose right yadda yadda yadda leave pretty upset ~45 minute life having waste handed lame excuse own NUM business NUM dollar 

 receive haircut people care product think good cut right ahead like principle like hand profit people care customer good place skip time need cut"
5.0,0,0,0,awesome food great place split bunch delicious spicy ultra flavorful dish large group chinese restaurant lot people know good reason single bad dish crowd pleaser
5.0,3,0,1,"friend visit tampa concert minute away atlanta airport realize purchase ticket wrong day hotel reservation buy concert ticket pay day price airfare $ NUM totally worth later tell get good sandwich entire life 

 randomly pick bricks ybor yelp vouch peanut butter meatless menu meat sandwich buy absolutely phenomenal pull pork flavor ponzu serve hawaiian sweet bread good meal long time spend hour hang drink time brian owner come talk compe drink let try new appetizer develop free generally feel welcome 

 keep eye open kind crowd come restaurant draw hipster geriatric strait lace family young kid think speak diversity menu pleasant environment go drink concert get crowded receive excellent food drink service restaurant strong recommendation place go visit tampa"
5.0,0,0,0,worth wait crepe amazing love grit rare try hubby pancake awesome
2.0,0,0,0,sister law visit restaurant 8/28/15 mid afternoon   seat request NUM time hostess speak little louder hear background music   seat booth end larry king vitamin commercial tv   waitress introduce new trainee see   wait staff share table idea responsible table   get drink order food take forever consider NUM NUM fill table entire restaurant   burger bad order blue cheese burger well blue cheese way   fries onion stick good   come satisfied need etc take request wait carry box   family seat aisle arrive assume finish meal hang   receive food understand order food   doubt return restaurant future
3.0,0,0,0,"short food decently good completely overpriced   guacamole mojito probably highlight meal peach pork medallion nicely cook lack flavor try corn cake barbacoa pretty good  

 atmosphere invite hip feel look   annoying parking situation place price point limited parking space valet service provide cost complimentary   try park building tight dangerous get   end parking block away break sweat walk dead summer entrance"
4.0,0,0,0,dinner saturday night time rusty pelican call ahead reservation request table window overlook water hostess go seat away window question huff leave stay middle dining room return sit window rest evening great drink food wait staff excellent liz server go hostess disappointing
3.0,5,0,0,"tough    merit wine fairly average understand winery lable label premium wine   look forward available go week ago maybe      location    like   pier   wonderful outdoor patio   nice setting enjoy tasting    staff super super nice   a+  

 star   wine club   expensive quality wine stingy hell benefit member    wine club free tasting time come good customer one buy wine time time   winery member complimentary glass leau taste carr    winery allow bring guest new wine club member    system work folk   way wine club work give limited number pass quarter recall    come wife month cover let bring guest   

 winery want enjoy tasting beautiful setting earth    avoid wine club   pretty wine taste room urban wine trail"
3.0,0,0,0,"get cheap haircut ny know look like crazy chimp chew hair spat   raw scalp 

 go job interview need look well go domenick guy great robert cut hair clean job bill come $ NUM NUM little pricy taste look human know guy philly normally pay haircut"
1.0,0,0,0,unhappy lose value customer problem monro muffler underfille engine NUM quart oil cause damage engine monro insurance company say pay damage bring dealer frequent customer bergeys bring discover timing chain need replace chain last life car change oil low oil pressure tensioner lock stretch chain joe service associate take car specifically say tell insurance company little possible tell tell oil way tell extremely rude unprofessional wife bring tear way speak wife buy house area NUM year old lose life long customer past year spend $ NUM repair joe go way unhelpful leave terrible spot bring mechanic able help prove oil joe tell insurance company lose service customer market new car tell sure get
4.0,0,0,0,"beautiful clean shop knock sock 
 homemade breakfast tart chicken pot pie 
 sweet look beautiful delish 
 feel item tad pricey consider size small size know premium quality cost 
 great place local worth trip travel center city etc 
 find counter staff friendly engaging 
 certainly recommend"
3.0,0,0,0,definitely line 8:30am wait NUM minute pancakes fine friend get raspberry pancake sweet potato pancake san antonio get sugar spice pancake fine bit dry understand hype line long bad normal breakfast food line long highly recommend skip place head street fido insanely good coffee great breakfast food
1.0,1,0,0,bad service advisor good kelly team leave unfortunately convenient work need oil change honda dealer
5.0,1,0,0,"good soon dubu city   place tuck away walk like step korean home   welcoming warm inviting 

 vegetarian friendly   soft tofu stew dol sot pot stew feel like custom 

 select beef seafood mixed meat seafood beef mushroom plain   adjust spice need   extra hot hot temperature beat   rice come dol sot great leave burn rice nice crispy shell   drool 

 think place make mouth salivate  

 tofu offer korean bbq meat cook soup stew item 

 love place"
3.0,2,0,0,"motel nice rate clean comfortable manage pay breakfast buffet ok pool small swim lap disappointing lobby area spacious comportable 

 look moderately price place sleep clean comforable suit fine"
1.0,0,0,0,"reason mention medium attorney frustration provide owner contact info appeal keep area clean clean paint columbarium   old area sight way year finally get tired complain   admit clean   vase demand dad   state replace cheap plastic vase niche fall disintegrate   simply think right thing  

 empathy hear"
5.0,3,0,2,"second walk door greet adorable woman counter come week know lucky visit bit sporadic 

 recent discovery vegetarian breakfast sandwich serve day particularly enjoy veg sausage w/ havarti bagel actually right veggie club sandwich half enjoy chicken cheesesteak hoagie chicken salad croissant taste fresh price   think favorite bagel sandwich mention $ 2.09 2.99- cheap wawa people deli super helpful offer menu read wall great suggestion accommodation need want 

 forget grab great snack there- amazing chocolate bar incredible drink case ton chip variety addictive hi chew candy flavor 

 know like fast delicious attentive service"
5.0,0,0,0,stop brunch expect food delicious   NUM meat hash amazing turkey sandwich bagel salmon   employee friendly accommodate   little pricey worth   visit area
4.0,2,0,2,nice little bar locate far end terminal e tampa international airport recently add new restaurant local vibe ton seating close tsa area bit hidden hey tv wanna catch game wait flight food reasonably price portion size appetizer run $ 5-$10 majority sandwich $ NUM order food look amazing drink tasty price terrible think NUM oz jai alai $ 8.50 alcoholic beverage terminal columbia think manhattan $ NUM tasty staff attentive friendly know new spot wait delta flight
5.0,0,0,1,depot burger delicious shishito pepper perfect food perfect atmosphere perfect drink
1.0,0,0,0,quality store go downhill past year past   able easily choose wide selection food reasonable price time day notice recently produce fresh expensive   price organic food expensive foods morning debate go wegmans go store item decide giant close big mistake see average NUM NUM people shop NUM a.m. past today store rope impossible certain aisle difficult register frustration go rope soup   berate number people suppose clean floor stand walk close door block need clean floor close store hour take time wegmans shop
5.0,1,0,0,place hidden gem   locate strip mall restaurant strip mall restaurant    husband take birthday blow away experience   modern romantic atmosphere   food excellent   shock fois gras amazing   prix fixe menu love order NUM course   short rib great want try new time   dessert awesome   usually caramel caramel tart die   wait
1.0,3,0,0,"--------dinner review---------- 

 rarely write review honestly bad group dining experience objectively horrible experience compare hype receive ruin suppose nice birthday dinner celebration 

 group NUM reservation advance short wait bad mind like normal friday night super busy capacity 

 birthday dinner tell hostess birthday ask bring end meal acknowledge pretty standard stuff applebee french laundry sit booth right maitre d stand wait staff home base pretty excuse get attention 

 get water take long time come acknowledge order wine take good NUM NUM minute bring wine check hint run restaurant wine profit center work take bottle shelf open bring asap 

 order food long wait food start come check drink bottle order flag wine order couple get meal remind bring birthday girl end meal 

 meal take away give dessert menus server disappear NUM NUM minute come ask dessert want order coffee wait wait eventually get ask go go bring like ask multiple time 

 finally bring couple cookie candle 

 summary food pretty hit miss pretty mediocre price point whip feta like review say amazing braised lamb good sirloin chewy bland grilled caesar taste like soggy luke warm wilt mess order leave untouched group 8) atmosphere nice trendy service huge reason spend hard earn $ restaurant absolutely horrendous 

 love go cool popular restaurant have great time hate write negative review share experience especially restaurant get awful lot undeserved hype"
5.0,1,0,0,"great food price 
 tender steak perfectly cook shrimp 
 certainly come"
2.0,4,0,0,"stop tako positive review yelp bring bottle white wine staff bring ice chill bucket take NUM minute appetizer come edamame cooked mushy spring roll look appetize like frozen buy well spring roll trader joe 
 move sushi sit sushi bar NUM minute bring sushi self good good 
 come buy appetizer service slow"
5.0,0,0,0,catfish chicken gumbo mac cheese die lunch buffet pipe hot fresh place recommend local neighborhood stay worth
4.0,5,1,7,"candy california base bakery reach florida know candy wife live california chocolate soft tasty 

 tampa international plaza mall temporary store thanksgiving easter locate close h&m clothing store sample buy get lollipop candy buy assorted chocolate candy good store clerk kind let try assorted chocolate typical sample candy 

 chocolate nut mint toffee milk white dark chocolate good guilty pleasure touch sweet mail order web available close mall buy shipping"
5.0,5,2,2,"second stop center city restaurant week   r2l dinner $ NUM 

 37th floor liberty place fancy cool restaurant lounge bird eye view city group go dinner day meeting table face window great view sunset city night multiple choice course choose start crisp pea ham garlic risotto ball main course butcher filet braise short rib + steuben bean chili potato farm veg slaw basil heavy meat chili dazzle dessert finish milk chocolate + hazelnut pudding serve salt caramel coffee melt chocolate candy almond bottle wine table food great waiter awesome make sure warn risotto come ball form bowl instance classy experience"
5.0,0,0,1,becca awesome bartender awesome happy hour special include land shark food menu somewhat limited service bar great hope business attract local
1.0,0,0,0,bummer move area visit location   receive change receipt   change ask say give um hurry wanna argue   spoon chili cheese burger old mean burger freshly taste ok will return
4.0,1,0,0,great price order family style try pot roast good carry restaurant package nicely stay warm NUM min car ride definitely family NUM green bean amazing definitely recommend special good family restaurant
2.0,0,0,0,ordered caramel frappe drive big mistake take NUM min NUM car
4.0,0,0,0,"place amazing pizza cookie come hot soft crazy delicious 

 try peanut butter pizza cookie oreo cookie perfection eager try flavor open NUM smart decision bakery america 

 reason give NUM price honest late night want fresh bake cookie pizza willing pay $ NUM"
5.0,3,0,1,"move chicago philadelphia year ago   everybody rave restaurant find deserve star   good restaurant eat philadelphia  

 tahini bread   arrive table think hum plain hungry   crack tahini   want lap bowl like uncouth dog   bread excellent 

 love menu organic meat choice   order organic beef shishkabob   superb   meat perfectly onion nearly caramelize substantive crunch   purslane salad taste like eat plant middle garden   dream salad dream 

 husband chicken dish black eyed pea green pea fantastic rice   will begin describe flavoring culinary vocabulary   ask spice use addition traditional zatar use blend spice   need know long come order 

 eat dessert usually   diner good feeling dessert need find   pistachio creme brulee   come   pure pistachio heaven s super light rich custard   heaven heaven 

 service superb   squeeze minute friday night reservation caveat need dinner hour NUM minute order accommodate reservation prior   give time constraint feel rush time meal perfectly   husband leave restroom waiter pick napkin refolde nicely table   care napkin placement middle meal   sign waitstaff incredibly attentive extremely train  

 eat plan philly skip eat time frequent expensive appropriately price restaurant   kudos chef"
1.0,4,4,3,serve frozen pizza skunk beer   nuff say
1.0,0,0,0,family get sick eat frozen yogurt pretty taste good recommend
5.0,0,0,0,"place authentic indian street food multiple time order different thing range bhel puri pav bhaji vada pav deconstruct samosa aloo tikki dabeli kulfi exceptionally 

 regret having find place soon"
3.0,11,12,6,"uhhhhh sure quantify qualify experience let start story 

 sister visit weekend want solid night town last till wee hour morning start frenchmen reason dead 
 decide adventure uptown proceed respectable bar crawl include delachaise columns st. joes NUM usual uptown culprit start raise head summary following dialogue 

 friend let fm 
 break glass 
 friend let snake jake 
 eh 
 friend brother NUM 
 afraid hit head ceiling 
 friend saint 
 suppose curious 

 enter saint look sister face priceless akin deer headlight look keep countenance order round thing proceed expect unwanted dance grind advance check uber drunk guy talk ear check big buck hunter check overall glad moderately traumatize sister sate curiosity night 

 helpful hint outdoor seating surprisingly good escape smoke"
5.0,0,0,0,food great fresh shy away kid favorite wonton soup know time cook
1.0,0,0,0,food great disappointed hospitality   enter restaurant 9:15 pm deny dine tell   restaurant close NUM pm will let dine see pregnant woman kid explain home hour drive deny reason drive home eat disappointed attitude customer go let try forgive self deny dining pregnant woman
5.0,1,0,0,place surpass expectation   steak far superior steak house   staff flow like train team hostess mallory waiter max busboy thing move smoothly leave want   honestly experience amazing love place
5.0,0,0,0,service super friendly exam dr. dinh kind address concern picky come choose frame good thing nice selection choose receptionist helpful patient process haha overall experience great definitely come yearly exam
1.0,0,0,0,order pizza friend pizza small delivery girl take forever rude want change say think give tip right change coin place suck dont eat
4.0,0,0,0,tell place sonoran hot dog visit town good sonoran hot dog thing component great guacamole hand great taco combo chicken carne asada good cabeza slimy bk salsa bar allow help topping appreciate service good food arrive quickly pretty pack lunch weekday
2.0,2,0,0,"walk restaurant reservation open table   ask manager window table respond reserve   hour later leave open table window 

 overall food good 
 filet salmon 
 bottle wine recommend $ NUM tell prior order bottle"
5.0,0,0,0,good indian food fresh delicious staff friendly attentive restaurant clean welcoming paleek paneer briyani amazing
5.0,0,0,0,good smoothie world fresh bread amazing knowledgeable staff
5.0,0,0,0,"stop bell meade recent visit nashville good way describe experience time nashville way sure return bell meade 

 travel tend stop time time find specific bourbon locally time year expect great find item look annual release later year surprise find shelf example elmer t lee favorite ask 

 despite fact walk away elmer t great time enjoy taste taste bar well great conversation max reason return 

 walk bottle tennessee whiskey cream sell locally bottle shelf see locally need investigate say return star rating"
5.0,2,0,1,"love try fresh seafood pier wharfs seaside market time disappointing experience place food legitimately fresh prepare gorgeous view cherry nature beautiful sundae order wrong thing cioppino good couple year ago 

 come late lunch early dinner monday NUM pm   wait wait NUM minute get table outdoor ideal sit right sun shelter sunscreen sunglass view worth 

 get local crab special steamed NUM lb crab serve salad soup $ NUM think steal crab huge delicious meaty garden salad fresh simple lobster bisque get pretty good option caesar salad clam chowder top crab couple onion ring cup cocktail sauce draw butter yum 

 get fried platter shrimp oyster calamari scallop $ 12.95 come cole slaw onion ring tartar sauce cocktail sauce greasy meal well fry platter seafood fresh include fear fried oyster 

 ice iced tea melt away sun waitress cool bring lot extra ice extra ice tea case need hot friendly good job star 

 time leave NUM people wait sure sign seat clipboard right restaurant end pier parking pier free NUM minute look like drive upset tire park large lot south pier walk NUM minute pier free monday late afternoon"
1.0,1,0,0,"disappointment place good suggest think twice select option manager wait staff possibly bad encounter rude definitely focus customer service   manager angry hostile fella ask brown rice instead white blast offer pay extra storm know deal plain unprofessional creepy behavior waitress smack eat man mess place 
 food ok well seriously compliment well home seriously go warn yuk ok folk positive review place burn taste bud adult beverage try sake high point joint want expose taste bud substandard meal enjoy rice wine home 
  sure live month customary charge soda time refill charge ask say $ NUM buck NUM NUM ounce beverage want water place smarter 
 return establishment 

 worst"
3.0,2,1,1,happy experience nola food start low point understand sunday night fat tuesday waitress work NUM shift drink order forget friend plate mix food po'boy shrimp underwhelme hardy serve shrimp minimal lettuce sauce fry weak soggy needless review like catch day unfortunately result lack luster review
2.0,2,2,0,"let honest place need face lift start feel shady feel comfortable take small child service mediocre look tired comedy club feel cheerful fun feel like hallway banquet room 

 great parking good location owner money place need"
4.0,1,0,0,"stay orange st location friday monday 

 arrival read plenty review sign mark location look starbucks park spot multi business complex go inside find guard desk say contract hand guest key room number advise phone wall need state parking spot free weekend 

 room room apartment absolutely love spacious seek weekend fully stocked kitchen desk lot space king bed huge table nice living room lot closet complaint open window fresh air nail screw shut small welcome bag w cookie water paper let know food delivery location number 
 maid service knock loudly try barge early morning place long term setting sure maid come week monday friday desire NUM day fine go shop shoprite fill fridge water breakfast cook 

 overall place awesome huge living room entertain guest visit nice desk study anatomy note forgot mention quiet place love feel quiet work sunday bc lot study tv watch walking dead lol   definitely stay spacious update love"
3.0,0,0,0,awesome location good service eat past NUM year excuse steak write review happy pay good quality steak blame poor guy sell
1.0,5,1,1,bad experience life   mistake purchase vehicle budget friday afternoon   sunday review budget realize unable afford car   call salesman try explain situation 11:30am   state speak manager   3:30 return call answer leave voicemail closing time   monday morning arrive dealership open   ask stephen salesman determine   instruct seat talk management team   hour + later call cubicle tell loan fund title change   sell car dealership car   lose lot money   morning bill head finance advise bank question fund loan   receive bank state loan fund unable okay loan   leave numerous message dealership receive callback   contact attorney review call dealership ask time return vehicle trade   response   people lie face avoid dealership
4.0,0,0,0,"patron desi village west philly year   move suburb see kop desi village finally try   skeptical having try mood cafe own w.philly folk good kop location actually comparable west philly location  

 ambiance atmosphere   strip mall locate pretty depressing   desi village active store   decor tired old   big space appear big lunch buffet curious   ambiance 

 food good   order keema naan samosas saag paneer lamb biryani   good   perfectly season oily appropriately spicy   nut allergy aware screw indian restaurant   definitely   great move nice dig food important"
5.0,11,5,8,"amazing occurrence end barbecue place run food 

 yeah start spot food get super bum mood barbecue start wander mid city trusty yelp app guide place greet super nice woman work counter explain process 

 decide meat plate wet pull pork grit potato salad get medium mac cheese boyfriend get meat plate brisket pull chicken potato salad fry food blow away delicious begin end pulled pork perfect perfect sauce drench tell order wet able stand mac cheese incredible pork favorite meal stone ground grit different type flavor smoky enjoy potato salad serve cold nice crunch like potato salad 

 agree food excellent good deal boot trip earhart delicious food owner bring food folk friendly sure happy like owner time sure okay atmosphere casual comfortable entire process breeze definitely return la smokehouse add bbq favorites list future reference"
5.0,1,0,1,"today lunch iris move new orleans favorite list small feat city restaurant numerous culinary competition fierce iris excel area food drink service atmosphere location music overall graciousness reservation NUM NUM people know exactly party iris pull stop sure comfortable seating prepare overflow table time feel jostle rush common fine dining concern 

 layout restaurant allow diner freely table exchange seat need music selection fun unique range magnetic fields johnny cash quiet enjoy allow conversation flow unimpeded waiter excellent timing anticipate need 

 drink menu lunch hear amazing mixologist dinner hour offer selection martini wine guest account high end bar quarter drink list pass muster table settle chardonnays perseco chill shot chartreuse hear type absinthe 

 group begin slice warm heavenly bread iris bake house continue assortment salad hollygrove arugula warm goat cheese niçoise olive balsamic vinaigrette fresh perfection opt mussel hear delicious main course wonderful drum onion prepare tangy soy reduction elegant complement fish hear rave review gnocci chicken 

 entree creatively arrange select point feel overwhelmed fuss pretense go food appreciate portion european sized make laugh americans list small portion size complaint food prepare iris prepare lot basic ingredient house appreciate kitchen make point incorporate gulf fish produce purchase local farmer friendly market 

 settle prix fixe menu $ NUM person appetizer main course dessert day good strawberry sorbet add drink tip come $ NUM person excellent price delicious white linen lunch matter size group definitely return"
4.0,0,0,0,"great atmosphere decor super friendly staff seat right away stop lunch time dinner lunch special pad thai order chicken protein typical option   portion good lunch good flavor 

 dinner order chicken satay start panang curry chicken main course disappointed satay small skewer flavor peanut dipping sauce good skewer   panang good good size portion rice 

 note disappoint pad ew option menu return try 

 staff manager know customer service   look forward return soon"
4.0,0,0,0,randomly decide look middle eastern food come petra restaurant near home try family like bit try friday saturday special rice actually test like indian fried rice lamb tasty thing good discourage location place food good inside restaurant nice service good
5.0,0,0,0,go pearl birthday detail experience awesome   food wine service impeccable   realize time chat away close time staff feel rush
